Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AvgWorkingHours,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
31,0,1,10,4,137,1,3,21870,1.0,15,1,13.0,2,13,3,12,2,3,2.0,1.0,1.0,6.131909722222222,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43,0,2,14,3,138,0,1,37480,7.0,14,2,11.279936378095888,3,3,1,2,2,3,4.0,4.0,3.0,7.674805433055555,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,1,27,4,139,1,2,39770,4.0,18,1,8.0,3,5,0,2,3,3,3.0,3.0,3.0,8.878969420833334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0,1,7,2,140,1,1,86330,1.0,19,1,5.0,2,5,1,3,4,3,2.0,4.0,3.0,10.89584530638889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,0,0,1,3,141,1,3,20080,3.0,22,0,15.0,5,13,10,7,2,4,2.0,3.0,3.0,10.692001668888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31,0,1,24,1,142,1,3,44400,1.0,13,1,4.0,2,4,3,2,3,3,4.0,1.0,3.0,7.060316091944444,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,0,2,26,4,143,0,1,30670,1.0,20,1,21.0,5,21,1,6,1,4,2.0,3.0,3.0,9.009179138055556,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,0,2,20,4,144,0,3,53210,9.0,14,0,36.0,1,7,7,7,3,3,3.0,1.0,2.0,7.420447466111111,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,0,1,5,4,145,0,2,54100,0.0,17,1,6.0,2,5,4,4,3,3,2.0,3.0,3.0,7.585973922777778,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41,0,1,7,3,146,0,3,27820,1.0,14,0,10.0,2,10,0,7,2,3,2.0,1.0,3.0,6.624136698888889,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,0,1,7,3,147,1,3,119570,1.0,13,0,10.0,2,10,1,8,2,3,3.0,1.0,3.0,6.192764830277778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,5,2,148,0,3,26600,5.0,13,0,6.0,3,2,0,2,3,3,1.0,1.0,3.0,6.4723034366666665,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52,0,1,26,2,149,0,2,33750,2.0,21,0,28.0,2,5,0,4,2,4,4.0,3.0,3.0,8.195051440277778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
45,0,1,2,3,150,0,1,50980,3.0,14,1,8.0,4,2,0,2,3,3,1.0,4.0,2.0,6.787695733611111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
52,0,1,12,3,151,1,2,48780,2.0,11,1,31.0,3,5,1,4,3,3,4.0,4.0,1.0,7.302139479722222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,0,2,10,3,152,0,2,28370,2.0,13,1,19.0,0,5,0,2,2,3,1.0,3.0,3.0,6.82240701,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1,25,3,153,1,1,24060,2.0,20,1,11.0,5,5,0,2,3,4,3.0,4.0,3.0,7.322458936944444,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
60,0,1,10,3,154,0,1,22690,5.0,18,1,33.0,4,29,11,10,3,3,1.0,1.0,1.0,6.164361829444444,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46,0,1,19,4,155,0,1,41080,2.0,14,0,19.0,5,10,0,8,2,3,3.0,3.0,2.0,7.61028481,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0,2,18,4,156,1,4,132060,0.0,13,2,7.0,2,6,0,4,3,3,4.0,4.0,4.0,6.595135387222222,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
24,1,1,27,2,157,1,1,104220,1.0,17,1,6.0,0,5,1,4,2,3,1.0,2.0,3.0,10.648925376388888,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
34,1,2,5,3,158,1,2,137440,0.0,20,1,3.0,3,2,1,0,3,4,4.0,3.0,2.0,6.2044273125,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
38,0,2,3,3,159,0,2,49070,1.0,11,1,1.0,3,1,0,0,3,3,4.0,4.0,3.0,8.591902250277778,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,1,26,4,160,0,1,34820,0.0,18,1,21.0,2,20,1,12,2,3,3.0,3.0,3.0,6.001353864722222,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,1,3,2,161,0,4,24360,1.0,24,0,3.0,2,3,0,2,4,4,1.0,4.0,1.0,6.2817511011111105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,15,3,162,0,2,23800,4.0,18,3,9.0,2,5,1,4,2,3,3.0,4.0,1.0,7.905569800555556,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
29,0,1,8,3,163,0,3,194310,1.0,11,0,10.0,3,10,0,7,3,3,2.0,3.0,3.0,7.175699035555556,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,1,1,19,4,164,1,3,17900,5.0,16,1,6.0,4,2,1,1,2,3,3.0,2.0,4.0,6.651255274166666,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,1,1,4,3,165,1,1,76440,1.0,15,2,1.0,2,1,0,0,3,3,1.0,4.0,4.0,7.906068375833333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
30,0,0,2,4,166,0,3,51310,0.0,15,1,10.0,2,9,7,8,3,3,3.0,1.0,3.0,6.718815666944444,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57,0,1,2,2,167,1,4,63060,3.0,12,1,32.0,3,1,0,0,3,3,1.0,4.0,2.0,6.290588023055555,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,0,1,10,4,168,0,3,47870,0.0,12,0,28.0,3,27,15,7,3,3,2.0,3.0,3.0,7.1781149975,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30,0,0,10,2,169,1,3,188800,0.0,22,1,12.0,3,11,6,7,3,4,3.0,4.0,2.0,6.286431712777778,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0,2,16,3,170,0,4,23390,4.0,20,0,22.0,4,18,13,11,3,4,3.0,1.0,4.0,7.217978595277778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47,0,1,1,3,171,1,5,135700,5.0,16,2,20.0,2,5,0,4,2,3,1.0,4.0,3.0,7.809089371944444,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,0,1,4,1,172,1,1,67120,6.0,21,1,26.0,3,3,0,1,2,4,1.0,3.0,1.0,6.805152662777778,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
35,0,1,15,2,173,0,2,54060,0.0,12,1,6.0,2,5,4,3,3,3,4.0,3.0,3.0,6.484045583888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
54,0,1,2,4,174,1,2,89380,7.0,11,3,19.0,2,1,0,0,3,3,3.0,3.0,3.0,7.651214845277778,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,0,1,8,2,175,1,1,24390,3.0,11,2,14.0,2,7,5,7,4,3,4.0,3.0,3.0,7.585962725277778,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,0,1,2,3,176,1,1,88370,2.0,18,0,15.0,3,3,1,2,2,3,3.0,4.0,3.0,9.179540598055555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,1,7,3,177,1,2,53430,1.0,14,1,13.0,3,13,0,8,3,3,3.0,2.0,4.0,6.378153248333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,1,1,10,3,178,0,4,67280,7.0,22,0,15.0,2,7,7,7,2,4,2.0,3.0,4.0,8.477647198333333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,1,1,5,4,179,1,2,66520,7.0,25,0,8.0,5,4,1,3,3,4,1.0,4.0,3.0,6.965121812222223,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0,1,2,3,180,1,1,48500,0.0,12,1,4.0,4,3,1,2,3,3,4.0,2.0,3.0,6.4746207927777775,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,1,12,2,181,0,2,28090,4.0,23,1,10.0,2,8,0,0,1,4,4.0,3.0,3.0,8.876004361666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
31,1,2,22,2,182,0,2,56890,3.0,15,2,12.0,2,1,0,0,2,3,1.0,3.0,3.0,6.588341861388889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34,1,2,17,1,183,1,1,20010,9.0,22,1,11.0,5,3,0,2,4,4,2.0,1.0,3.0,10.995573136388888,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,2,2,4,184,0,1,29770,4.0,15,3,8.0,3,2,2,0,2,3,2.0,3.0,3.0,7.810652071388889,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
36,0,0,3,4,185,1,1,40250,1.0,11,0,10.0,3,10,9,7,3,3,2.0,4.0,2.0,7.229256602777777,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
22,1,2,7,3,186,0,2,37850,5.0,13,2,4.0,2,2,1,2,3,3,3.0,3.0,3.0,6.419389838333333,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
48,0,1,6,3,187,1,1,108540,2.0,14,1,14.0,6,9,6,7,3,3,2.0,4.0,3.0,6.779623616944445,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
55,0,1,1,3,188,0,1,120310,3.0,11,0,37.0,5,10,7,7,3,3,1.0,2.0,3.0,7.390809591388889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
41,0,0,3,2,189,0,2,99360,7.0,17,1,16.0,2,14,1,10,2,3,4.0,4.0,3.0,6.192049516666667,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,1,22,3,190,0,1,29660,9.0,18,0,15.0,2,11,6,9,2,3,2.0,3.0,3.0,6.014660228888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
40,0,1,15,3,191,0,2,25710,7.0,14,0,22.0,1,20,5,13,3,3,2.0,3.0,3.0,7.301029143888889,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,0,2,12,1,192,1,1,99910,1.0,16,1,8.0,3,8,0,7,3,3,3.0,3.0,3.0,7.061997245000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1,1,4,193,1,3,61420,4.0,13,2,10.0,2,6,0,5,2,3,2.0,4.0,4.0,8.72473599611111,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,1,5,3,194,1,3,53900,1.0,14,0,10.0,3,10,5,8,3,3,4.0,1.0,2.0,10.807604755,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
45,0,1,2,1,195,0,4,44040,0.0,23,0,9.0,2,8,3,7,3,4,4.0,2.0,4.0,7.410288839722222,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,1,2,2,1,196,0,2,59930,0.0,12,0,8.0,3,7,1,0,3,3,2.7236031927023947,3.0,2.0,9.190491803055556,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,1,5,3,197,1,1,51300,4.0,11,0,8.0,3,3,1,2,2,3,4.0,4.0,4.0,7.3930104775,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33,0,1,16,3,198,0,1,20900,4.0,16,0,10.0,2,6,0,5,3,3,1.0,3.0,3.0,7.402587597777778,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31,0,1,2,4,199,0,1,29090,9.0,14,2,10.0,2,5,0,1,3,3,3.0,4.0,2.0,6.711708214444444,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,1,2,2,3,200,1,1,34680,1.0,18,2,0.0,4,0,0,0,4,3,2.0,2.0,3.0,9.230231673333334,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
40,0,0,1,4,201,0,2,30680,3.0,19,0,20.0,3,1,0,1,2,3,3.0,1.0,3.0,6.880860065,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
41,0,0,23,3,202,1,2,26700,2.0,15,2,10.0,2,8,0,7,2,3,1.0,3.0,3.0,9.29257246361111,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,0,1,9,4,203,1,3,26930,5.0,17,3,8.0,3,0,0,0,2,3,1.0,3.0,3.0,6.0161487141666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,16,4,204,1,2,95260,1.0,15,0,5.0,2,5,0,3,2,3,1.0,3.0,3.0,6.326000243611111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,0,1,26,3,205,1,1,52370,1.0,19,1,10.0,3,10,5,7,2,3,4.0,4.0,3.0,6.406121659444445,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
26,1,1,1,3,206,0,2,24260,1.0,22,0,1.0,3,1,0,0,1,4,3.0,4.0,1.0,8.751425846388889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
37,0,1,8,1,207,1,1,41930,4.0,16,1,12.0,5,6,1,2,3,3,2.0,4.0,4.0,7.3898275461111105,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46,0,2,4,1,208,1,5,29110,5.0,13,0,28.0,3,2,1,2,3,3,1.0,3.0,2.0,6.196189083611111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
41,0,1,24,1,209,1,1,26610,7.0,14,1,22.0,2,18,11,8,3,3,2.0,1.0,3.0,7.706279637222222,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,0,7,2,210,1,1,20280,1.0,16,1,9.0,3,9,7,7,3,3,1.0,2.0,3.0,7.506634393611112,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,0,1,2,1,211,1,1,99800,2.6948303347756775,11,1,18.0,2,10,6,9,3,3,4.0,1.0,3.0,9.07568761361111,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32,1,0,7,2,212,0,2,32980,8.0,22,0,6.0,4,4,1,2,2,4,4.0,3.0,3.0,5.9932422775,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24,0,2,22,3,213,0,1,29350,0.0,14,2,3.0,5,2,2,1,2,3,4.0,4.0,3.0,6.030856289999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0,1,5,3,214,0,1,154270,3.0,16,1,18.0,2,1,0,0,3,3,3.0,3.0,3.0,6.020102277777778,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,1,1,4,215,0,5,39440,6.0,11,2,8.0,3,6,4,3,3,3,2.0,2.0,2.0,6.899095171111111,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
49,0,1,21,1,216,1,1,40110,1.0,18,2,31.0,2,31,0,9,1,3,4.0,3.0,3.0,10.781685108333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,1,1,3,217,0,1,34070,1.0,15,2,6.0,2,6,1,4,2,3,2.0,4.0,3.0,8.983126503055555,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,1,19,4,218,0,4,119940,1.0,14,1,6.0,6,5,1,4,3,3,1.0,2.0,4.0,7.383425160555555,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
24,0,1,7,3,219,0,1,12320,1.0,12,0,1.0,4,1,0,0,1,3,4.0,2.0,3.0,6.8236661875,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50,0,2,2,2,220,1,1,29600,1.0,14,3,32.0,2,32,10,7,3,3,1.0,2.0,3.0,6.789116575555556,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
25,0,1,2,3,221,1,1,190940,1.0,16,0,7.0,3,7,0,6,2,3,2.0,3.0,3.0,7.409312285833333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,1,2,2,3,222,1,2,39190,1.0,21,0,6.0,3,6,1,2,3,4,1.0,3.0,3.0,10.825435862500001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
30,1,2,9,3,223,1,2,68250,1.0,14,0,1.0,2,1,0,0,3,3,2.0,1.0,4.0,6.8776502144444445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,0,1,6,2,224,1,4,102480,1.0,12,1,6.0,4,6,1,3,3,3,2.0,4.0,3.0,8.90651394888889,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,1,1,9,1,225,0,1,189470,2.0,12,2,9.0,2,3,1,2,2,3,2.0,1.0,1.0,6.683451882777778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,0,1,2,3,226,0,5,24960,4.0,17,3,9.0,3,3,0,2,3,3,1.0,4.0,3.0,7.924495583333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,0,1,1,3,227,0,2,64650,4.0,17,0,13.0,3,7,5,7,3,3,1.0,4.0,4.0,6.310503323611111,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,1,22,4,228,1,1,22060,0.0,14,1,6.0,4,5,0,3,3,3,1.0,3.0,2.0,7.887926545555556,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,0,1,9,4,229,0,2,20860,4.0,14,0,17.0,3,3,1,0,3,3,4.0,3.0,2.0,8.882879515277779,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
20,0,1,17,4,230,0,1,22930,1.0,13,2,1.0,3,1,0,0,1,3,4.0,2.0,4.0,7.0899001375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
42,0,1,28,4,231,0,2,26450,1.0,15,0,10.0,5,10,2,2,3,3,3.0,4.0,3.0,7.490815602777778,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,1,10,5,232,0,2,26830,4.0,11,0,21.0,3,1,0,0,3,3,2.0,4.0,2.0,8.685538548611111,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,0,1,2,4,233,1,1,20140,3.0,17,1,8.0,5,0,0,0,4,3,3.0,1.0,2.0,6.802448346944445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,0,2,4,3,234,0,2,34190,3.0,11,1,10.0,5,8,4,7,3,3,4.0,3.0,3.0,9.126422039166666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,0,1,8,1,235,1,2,53760,7.0,13,1,21.0,3,3,0,2,4,3,4.0,1.0,1.0,7.016586966666667,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
44,0,1,29,4,236,1,2,19510,4.0,22,3,10.0,4,2,0,2,4,4,1.0,3.0,4.0,6.704297027222222,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,1,13,4,237,0,1,23410,1.0,20,2,8.0,3,8,0,6,2,4,3.0,3.0,3.0,8.402038626388888,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,1,1,27,3,238,1,2,22930,0.0,18,0,5.0,0,4,0,2,3,3,3.0,1.0,3.0,6.483074151388888,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,16,2,239,1,3,87260,1.0,11,1,3.0,2,3,1,2,1,3,3.0,3.0,3.0,7.233100241388889,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,0,1,2,2,240,1,1,40110,4.0,14,1,26.0,2,2,0,1,3,3,4.0,4.0,4.0,8.69020202,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,0,1,2,2,241,0,2,195450,0.0,14,0,3.0,3,2,2,2,2,3,1.0,3.0,3.0,6.037342143888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
33,0,1,13,4,242,0,2,45680,0.0,18,1,6.0,2,5,1,2,3,3,3.0,3.0,3.0,7.282165484444445,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,1,1,1,243,0,1,30220,1.0,16,1,6.0,3,6,0,5,3,3,1.0,4.0,2.0,9.377237144166667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,0,2,4,5,244,1,3,57720,1.0,17,0,1.0,3,1,0,0,3,3,3.0,3.0,3.0,7.3098300513888885,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
53,0,1,24,3,245,0,3,22690,7.0,11,1,18.0,2,14,8,10,2,3,4.0,1.0,4.0,7.113752955,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34,0,1,1,5,246,1,1,53810,1.0,12,0,10.0,0,10,8,8,3,3,2.0,4.0,2.0,7.438477452222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
45,1,2,19,4,247,1,3,34410,2.0,13,1,5.0,5,1,0,0,3,3,1.0,1.0,3.0,7.574113060277778,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,0,1,7,2,248,1,1,54540,1.0,13,1,3.0,5,3,0,2,4,3,3.0,4.0,3.0,9.963191028888888,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,0,1,4,3,249,1,1,98840,1.0,14,0,10.0,3,10,7,8,2,3,3.0,3.0,3.0,6.2149813258333335,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29,0,1,2,3,250,0,1,41570,1.0,17,3,6.0,2,6,1,2,3,3,2.0,3.0,2.0,6.810724121388889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,1,10,5,251,0,4,134580,1.0,11,0,17.0,3,17,11,8,3,3,2.0,4.0,3.0,6.655866150833333,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33,0,2,8,3,252,1,2,90690,3.0,25,1,15.0,3,13,4,7,3,4,3.0,4.0,1.0,7.514910468055556,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54,0,1,5,2,253,0,2,40140,2.0,19,1,16.0,4,9,7,1,2,3,3.0,2.0,4.0,6.408397904444445,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,1,8,3,254,1,2,59150,2.0,13,1,13.0,3,3,0,2,2,3,2.0,2.0,3.0,10.702960618611112,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,1,9,3,255,1,5,59930,0.0,14,1,5.0,3,4,1,1,1,3,1.0,4.0,3.0,7.003219806666667,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20,1,1,1,3,256,1,5,61620,1.0,12,3,1.0,2,1,1,1,2,3,4.0,3.0,3.0,8.629089635833333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,1,2,15,4,257,0,1,24060,1.0,11,0,10.0,3,10,9,7,3,3,1.0,1.0,3.0,10.40263888888889,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35,0,0,2,1,258,1,1,187400,1.0,19,1,1.0,2,1,0,0,4,3,3.0,3.0,3.0,6.731132756111111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,0,1,2,3,259,1,1,76370,2.0,11,1,5.0,3,3,0,2,3,3,1.0,1.0,4.0,7.089940645555556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,1,11,3,260,1,2,100960,0.0,11,1,4.0,3,3,1,2,3,3,4.0,2.0,3.0,7.680787228888889,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
38,0,1,16,3,261,1,5,147560,0.0,20,1,8.0,3,7,0,5,2,4,4.0,4.0,3.0,6.798771808888889,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,2,2,4,262,1,4,64990,1.0,18,3,10.0,3,10,2,8,2,3,2.0,4.0,3.0,7.805469432222222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,1,16,3,263,1,1,97240,3.0,13,0,12.0,2,2,2,2,4,3,2.0,2.0,3.0,7.098403381388889,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,0,2,4,3,264,1,5,21940,1.0,12,0,6.0,5,6,0,4,3,3,4.0,4.0,3.0,8.886216761388889,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37,0,1,16,3,265,1,3,33880,3.0,11,0,4.0,2,1,0,0,4,3,4.0,4.0,3.0,7.604899320555556,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,0,1,5,3,266,1,1,54730,1.0,19,1,20.0,2,20,3,8,4,3,4.0,3.0,3.0,9.119233288055556,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
34,0,1,18,1,267,1,1,27030,1.0,21,1,9.0,2,8,7,7,3,4,4.0,2.0,4.0,6.8207399424999995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,1,1,17,2,268,0,1,25010,9.0,12,0,4.0,3,2,2,0,1,3,1.0,3.0,3.0,7.512698247777778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0,1,12,5,269,0,1,62200,1.0,14,2,20.0,2,20,11,10,3,3,4.0,3.0,3.0,6.712491654722222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
32,0,1,2,3,270,1,5,30380,1.0,11,0,10.0,5,10,0,8,1,3,4.0,4.0,2.0,7.899165479444445,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,1,2,4,2,271,1,4,44240,3.0,14,1,18.0,2,4,1,3,2,3,2.0,3.0,3.0,8.205001129166668,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
38,0,1,9,4,272,1,1,43120,0.0,12,1,10.0,2,9,1,8,2,3,2.0,4.0,2.0,7.165214592222222,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,0,1,10,3,273,1,5,132450,1.0,23,1,9.0,3,9,0,7,2,4,3.0,1.0,3.0,6.510595238055555,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32,0,1,1,3,274,1,2,136640,3.0,14,0,10.0,6,7,7,7,3,3,3.0,4.0,2.7614364135407135,7.932475845277778,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
47,0,1,2,3,275,0,5,50210,2.0,17,0,20.0,3,7,1,7,3,3,4.0,1.0,3.0,6.717376142222222,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
40,0,2,3,4,276,0,3,51260,5.0,18,0,20.0,2,18,1,12,3,3,4.0,1.0,3.0,8.616050275277777,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
